Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,CarInsurance
819,39,technician,single,secondary,No,15,Yes,No,cellular,30,apr,1,-1,0,Yes
820,27,technician,single,secondary,No,299,Yes,No,cellular,5,feb,7,-1,0,No
821,54,blue-collar,married,primary,No,836,Yes,No,telephone,21,nov,1,130,3,No
822,34,blue-collar,single,secondary,No,-317,Yes,No,cellular,17,apr,3,346,1,No
823,34,technician,married,secondary,No,672,No,No,cellular,23,jul,3,-1,0,No
824,35,admin.,single,secondary,No,3636,No,No,cellular,12,aug,1,-1,0,No
826,38,management,married,tertiary,No,93,Yes,No,cellular,25,may,1,272,4,No
827,39,services,married,secondary,No,117,Yes,No,cellular,18,may,2,-1,0,Yes
829,55,blue-collar,married,secondary,No,1011,Yes,No,cellular,12,aug,2,-1,0,No
830,32,management,divorced,tertiary,No,530,Yes,No,cellular,24,sep,1,114,2,No
831,37,management,married,tertiary,No,1315,No,No,cellular,30,jun,1,-1,0,Yes
832,43,blue-collar,married,secondary,No,95,Yes,No,cellular,18,may,1,-1,0,No
833,24,admin.,married,secondary,No,-94,Yes,No,cellular,15,may,1,-1,0,No
834,44,admin.,married,secondary,No,1206,No,No,cellular,19,nov,3,-1,0,No
835,35,self-employed,married,tertiary,No,7990,Yes,No,cellular,4,feb,1,-1,0,No
839,35,technician,single,tertiary,No,1880,No,No,cellular,20,may,1,-1,0,Yes
841,53,blue-collar,married,secondary,No,6112,No,No,cellular,30,apr,1,86,1,No
842,44,services,married,primary,No,3,Yes,No,cellular,7,may,1,-1,0,No
843,48,blue-collar,married,primary,No,-460,No,No,cellular,23,jul,1,-1,0,No
844,54,blue-collar,married,secondary,No,548,No,No,cellular,18,aug,7,-1,0,Yes
845,56,entrepreneur,divorced,primary,No,29,No,No,cellular,29,jan,2,227,1,No
846,51,entrepreneur,married,tertiary,No,83,No,No,cellular,20,apr,2,-1,0,Yes
848,30,management,single,tertiary,No,697,No,No,cellular,28,apr,2,181,8,Yes
849,28,technician,single,secondary,No,909,No,Yes,cellular,7,jul,1,-1,0,Yes
850,80,retired,married,primary,No,155,No,No,telephone,12,mar,1,93,2,Yes
851,29,student,single,tertiary,No,559,No,No,cellular,3,feb,2,-1,0,No
852,58,admin.,married,secondary,No,4348,Yes,No,cellular,23,jun,4,141,1,Yes
853,50,admin.,married,secondary,No,546,No,No,cellular,28,jul,6,-1,0,No
854,30,technician,married,secondary,No,776,No,No,cellular,30,apr,2,-1,0,Yes
855,33,technician,married,tertiary,No,525,Yes,Yes,cellular,30,jan,1,247,1,No
856,54,management,married,tertiary,No,8295,No,No,cellular,2,oct,2,119,1,Yes
857,59,management,married,tertiary,No,296,No,Yes,cellular,15,jul,3,-1,0,Yes
858,40,management,married,tertiary,No,409,No,No,cellular,19,aug,2,-1,0,No
859,51,entrepreneur,married,secondary,No,-799,No,Yes,cellular,15,jul,3,-1,0,Yes
860,34,admin.,single,secondary,No,151,Yes,No,cellular,12,may,1,370,1,Yes
862,40,management,married,primary,No,395,Yes,No,cellular,22,apr,4,-1,0,Yes
864,30,services,single,secondary,No,-143,Yes,No,cellular,15,may,1,-1,0,No
865,56,services,single,secondary,No,-40,Yes,No,cellular,15,may,1,368,2,Yes
866,42,technician,divorced,secondary,No,19,No,No,cellular,20,aug,4,-1,0,Yes
868,37,blue-collar,single,secondary,No,2235,Yes,No,cellular,20,apr,2,151,2,No
870,47,management,married,tertiary,No,-488,Yes,No,cellular,25,jul,5,-1,0,No
871,39,management,married,tertiary,No,0,Yes,No,cellular,5,may,2,-1,0,Yes
872,25,admin.,single,secondary,No,82,No,Yes,cellular,7,apr,2,-1,0,Yes
873,61,retired,divorced,primary,No,3624,No,No,cellular,25,nov,1,-1,0,Yes
874,28,management,single,tertiary,No,437,No,No,cellular,5,may,1,-1,0,Yes
876,26,management,single,tertiary,No,1646,No,No,cellular,18,sep,5,-1,0,Yes
877,54,management,single,tertiary,No,3294,Yes,No,cellular,25,jul,5,-1,0,No
879,24,student,single,secondary,No,23878,No,No,cellular,26,may,1,97,1,Yes
880,29,entrepreneur,single,secondary,No,158,Yes,No,cellular,25,jul,2,-1,0,No
881,52,technician,divorced,secondary,No,280,No,No,cellular,14,jul,5,-1,0,No
882,37,blue-collar,married,secondary,No,121,Yes,Yes,cellular,13,may,4,-1,0,No
883,46,technician,married,secondary,No,499,Yes,No,cellular,31,jul,10,-1,0,No
884,29,blue-collar,married,secondary,No,723,No,Yes,cellular,17,jul,1,-1,0,No
885,36,student,single,tertiary,No,129,No,No,cellular,27,oct,1,-1,0,Yes
886,53,unemployed,divorced,secondary,No,587,No,No,cellular,19,nov,1,-1,0,Yes
889,36,management,married,tertiary,No,2178,Yes,No,cellular,14,may,3,-1,0,No
890,45,admin.,married,secondary,No,3493,Yes,No,cellular,8,jul,1,-1,0,No
891,51,technician,married,secondary,Yes,61,No,Yes,telephone,30,jul,20,-1,0,No
895,62,retired,married,primary,No,1084,No,No,cellular,14,apr,1,-1,0,Yes
896,37,management,married,tertiary,No,630,No,No,cellular,30,apr,1,87,1,Yes
897,43,management,married,tertiary,No,3518,No,No,cellular,15,jun,2,-1,0,Yes
898,71,retired,married,tertiary,No,653,No,No,telephone,3,sep,1,189,1,Yes
899,37,technician,married,secondary,No,474,Yes,No,cellular,14,apr,1,322,1,No
903,30,management,married,tertiary,No,14,No,No,cellular,24,jul,2,-1,0,No
904,30,student,single,tertiary,No,2539,No,No,telephone,5,mar,5,-1,0,Yes
905,32,services,single,secondary,No,0,Yes,No,cellular,31,jul,13,-1,0,No
906,33,services,married,secondary,No,255,Yes,Yes,cellular,5,may,4,165,4,No
907,30,services,single,secondary,No,-172,Yes,Yes,cellular,17,apr,4,329,2,No
908,53,blue-collar,married,primary,No,421,Yes,No,cellular,20,nov,1,-1,0,Yes
912,31,management,married,tertiary,No,430,Yes,No,cellular,25,jul,16,-1,0,No
913,48,blue-collar,divorced,secondary,No,2071,No,No,cellular,14,may,1,-1,0,No
915,46,technician,single,tertiary,No,2739,No,No,cellular,8,aug,4,-1,0,No
916,31,management,divorced,tertiary,No,294,Yes,No,cellular,17,jul,5,-1,0,Yes
917,37,management,single,tertiary,No,62,Yes,No,cellular,2,aug,2,272,8,Yes
919,49,technician,divorced,tertiary,No,596,Yes,No,telephone,15,sep,1,-1,0,Yes
920,31,management,married,secondary,No,2294,No,No,cellular,20,aug,2,-1,0,No
921,32,technician,single,tertiary,No,654,Yes,No,cellular,25,may,4,-1,0,Yes
922,43,admin.,married,secondary,No,1138,No,No,cellular,16,apr,2,-1,0,No
923,43,services,married,tertiary,No,4216,No,No,cellular,24,dec,2,195,2,Yes
925,38,blue-collar,married,primary,No,3289,No,No,cellular,20,nov,2,164,2,No
926,28,student,single,secondary,No,2351,No,No,telephone,22,oct,1,-1,0,Yes
930,32,admin.,married,tertiary,No,227,No,No,cellular,21,aug,2,-1,0,No
932,33,management,married,secondary,No,2858,Yes,Yes,cellular,12,may,1,298,5,No
935,44,services,married,secondary,No,1326,No,No,cellular,30,jul,1,-1,0,No
936,49,services,divorced,secondary,No,0,No,No,cellular,28,jul,2,-1,0,Yes
937,44,technician,single,tertiary,No,643,No,No,cellular,26,may,3,-1,0,No
938,36,management,single,tertiary,No,2646,No,No,cellular,13,oct,1,182,10,Yes
940,29,admin.,single,tertiary,No,41,Yes,No,cellular,13,aug,2,-1,0,Yes
941,45,blue-collar,married,primary,No,5461,Yes,No,cellular,20,nov,2,-1,0,Yes
942,45,blue-collar,married,primary,No,15515,No,No,cellular,4,aug,2,-1,0,No
943,32,management,single,tertiary,No,438,No,No,cellular,21,aug,5,-1,0,No
944,45,entrepreneur,married,primary,No,488,Yes,No,telephone,28,jul,11,-1,0,No
945,52,management,married,tertiary,No,7135,No,No,cellular,19,aug,3,-1,0,Yes
946,32,services,single,secondary,No,-55,Yes,No,cellular,15,apr,1,-1,0,No
947,49,management,married,tertiary,No,403,No,No,cellular,31,jul,2,-1,0,No
948,53,technician,divorced,secondary,No,281,Yes,No,cellular,17,apr,2,337,9,No
950,28,technician,single,secondary,No,313,No,No,cellular,9,feb,2,-1,0,Yes
953,43,blue-collar,married,secondary,No,1109,Yes,No,cellular,2,feb,3,264,2,No
954,22,student,single,secondary,No,1522,No,No,cellular,30,oct,2,-1,0,Yes
956,32,management,married,tertiary,No,2349,No,No,cellular,14,aug,5,-1,0,No
957,72,retired,single,tertiary,No,1285,No,No,telephone,2,nov,5,98,2,No
958,47,management,married,tertiary,No,4693,No,Yes,cellular,12,nov,1,97,3,Yes
961,57,technician,divorced,secondary,No,77,Yes,Yes,cellular,29,jan,3,246,2,No
962,59,retired,married,secondary,No,163,No,No,cellular,24,jul,1,-1,0,No
963,31,technician,divorced,tertiary,No,0,No,No,cellular,27,aug,6,-1,0,Yes
964,43,admin.,married,secondary,No,2271,No,No,telephone,10,nov,1,-1,0,Yes
965,47,management,married,secondary,No,458,No,No,cellular,18,nov,1,-1,0,No
967,29,management,single,tertiary,No,1170,No,No,cellular,20,apr,1,-1,0,Yes
968,33,blue-collar,single,primary,No,785,Yes,No,cellular,20,nov,1,-1,0,No
970,45,management,married,secondary,No,1134,No,Yes,cellular,9,feb,4,-1,0,No
971,42,unemployed,married,tertiary,No,576,No,No,cellular,27,feb,1,-1,0,Yes
972,26,services,single,tertiary,No,1140,Yes,No,cellular,6,feb,2,-1,0,Yes
974,58,services,married,secondary,No,307,No,No,telephone,25,mar,2,-1,0,No
975,51,admin.,divorced,secondary,No,21,No,No,cellular,23,jul,17,-1,0,No
978,31,services,divorced,primary,No,459,Yes,No,cellular,7,may,1,293,1,Yes
979,40,self-employed,married,tertiary,No,271,Yes,No,cellular,11,aug,4,-1,0,No
980,46,entrepreneur,married,secondary,No,131,Yes,No,cellular,20,apr,2,-1,0,No
981,45,unemployed,married,secondary,No,383,No,No,cellular,23,apr,1,-1,0,No
982,41,services,married,secondary,No,121,Yes,No,cellular,17,apr,1,324,1,No
983,33,services,married,secondary,No,386,No,No,cellular,12,may,1,181,5,Yes
984,40,blue-collar,married,primary,No,1841,Yes,No,cellular,15,may,4,-1,0,Yes
986,42,unemployed,married,secondary,No,1289,No,No,cellular,15,jul,4,415,2,Yes
987,35,admin.,married,primary,No,-229,Yes,No,cellular,5,may,1,-1,0,No
988,49,admin.,married,secondary,No,2116,No,No,cellular,8,aug,3,-1,0,No
989,26,services,single,secondary,No,127,Yes,Yes,cellular,23,jul,3,-1,0,No
991,38,technician,married,tertiary,No,3234,No,No,cellular,18,nov,2,-1,0,Yes
993,60,management,married,tertiary,No,3401,No,No,cellular,30,oct,1,270,1,Yes
994,28,technician,single,tertiary,No,386,No,No,cellular,25,may,1,-1,0,Yes
995,35,self-employed,single,tertiary,No,1129,Yes,No,cellular,21,nov,2,184,2,No
996,35,technician,single,secondary,No,196,Yes,No,cellular,21,nov,1,-1,0,No
997,52,blue-collar,married,primary,No,994,No,No,cellular,22,aug,2,-1,0,No
998,47,housemaid,married,secondary,No,2524,No,No,cellular,12,oct,1,-1,0,Yes
999,27,technician,single,secondary,No,41,Yes,Yes,cellular,25,jul,1,-1,0,No
1000,35,technician,single,tertiary,No,0,No,No,cellular,14,jan,7,-1,0,Yes
1001,40,management,married,tertiary,No,226,Yes,No,cellular,12,may,2,-1,0,No
1002,35,self-employed,married,tertiary,No,1987,No,No,cellular,8,aug,3,-1,0,No
1003,30,self-employed,single,primary,No,163,No,No,cellular,9,feb,3,-1,0,No
1004,42,blue-collar,married,secondary,No,-274,Yes,No,cellular,10,jul,1,-1,0,No
1005,48,management,divorced,tertiary,No,-130,Yes,No,cellular,29,sep,2,61,9,No
1006,47,admin.,married,secondary,No,2524,Yes,No,cellular,19,nov,1,-1,0,No
1007,80,retired,married,primary,No,1021,No,No,telephone,26,feb,1,-1,0,No
1008,36,management,married,tertiary,No,3949,No,No,cellular,28,jan,2,-1,0,Yes
1010,30,admin.,single,secondary,No,315,Yes,No,cellular,14,may,3,346,4,Yes
1011,26,entrepreneur,married,tertiary,Yes,144,No,Yes,cellular,25,jul,1,-1,0,No
1014,56,management,married,tertiary,No,2333,No,No,cellular,4,may,1,-1,0,Yes
1015,38,technician,single,tertiary,No,508,Yes,Yes,cellular,12,aug,2,-1,0,Yes
1017,44,blue-collar,married,secondary,No,2979,Yes,No,cellular,18,may,5,178,3,No
1022,34,entrepreneur,married,primary,No,7279,Yes,No,cellular,12,may,1,-1,0,Yes
1023,51,technician,married,secondary,No,313,No,Yes,cellular,8,jul,1,-1,0,No
1024,59,retired,married,secondary,No,25947,No,No,cellular,13,aug,2,-1,0,No
1025,23,student,single,secondary,No,431,No,No,cellular,15,feb,3,186,2,Yes
1027,62,retired,married,secondary,No,1495,No,No,cellular,13,oct,1,57,2,Yes
1028,42,technician,married,tertiary,No,849,No,No,cellular,13,aug,2,-1,0,No
1031,36,services,divorced,secondary,No,82,Yes,No,cellular,10,jul,1,-1,0,No
1032,57,housemaid,married,primary,No,2785,No,No,cellular,11,aug,4,-1,0,Yes
1033,58,admin.,divorced,secondary,No,1947,No,No,telephone,26,oct,1,-1,0,Yes
1034,45,blue-collar,married,primary,No,-485,Yes,No,cellular,7,aug,2,-1,0,No
1035,49,technician,divorced,tertiary,No,1807,Yes,No,cellular,12,mar,1,-1,0,Yes
1036,61,retired,married,secondary,No,938,No,No,cellular,15,jul,2,183,3,Yes
1037,39,unemployed,married,secondary,No,2245,No,No,cellular,21,nov,2,-1,0,Yes
1038,36,self-employed,single,tertiary,No,1240,No,No,cellular,31,jul,3,-1,0,Yes
1039,34,management,married,tertiary,No,611,No,No,cellular,2,jun,1,-1,0,Yes
1040,33,blue-collar,married,primary,No,35,No,No,cellular,15,may,3,-1,0,No
1042,29,unemployed,single,secondary,No,523,No,No,cellular,5,feb,1,-1,0,No
1043,31,technician,single,tertiary,No,882,No,No,cellular,4,sep,1,93,1,Yes
1044,37,blue-collar,married,primary,No,655,Yes,No,cellular,5,feb,2,258,4,No
1045,36,services,married,primary,No,413,Yes,No,telephone,13,may,1,176,1,No
1046,73,retired,divorced,primary,No,2308,No,No,telephone,30,mar,2,-1,0,Yes
1049,27,management,married,tertiary,No,802,No,No,cellular,22,sep,1,-1,0,Yes
1051,37,admin.,married,secondary,No,1967,No,No,telephone,27,oct,1,-1,0,Yes
1052,34,management,married,tertiary,No,519,No,No,cellular,11,aug,3,-1,0,No
1053,49,management,single,tertiary,No,7443,No,No,telephone,19,jun,5,211,2,Yes
1054,32,technician,single,secondary,No,3297,No,No,cellular,11,aug,2,-1,0,No
1055,30,management,single,tertiary,No,30,No,No,cellular,21,aug,5,-1,0,No
1056,48,blue-collar,married,secondary,No,794,No,No,cellular,11,aug,6,-1,0,No
1058,25,student,single,secondary,No,203,No,No,cellular,4,may,1,-1,0,No
1059,32,housemaid,married,primary,No,163,No,No,cellular,13,aug,2,-1,0,No
1060,31,self-employed,single,tertiary,No,1815,No,No,telephone,30,apr,1,80,1,No
1063,34,blue-collar,married,primary,No,3527,Yes,No,cellular,21,nov,1,-1,0,Yes
1064,57,management,divorced,tertiary,No,6468,Yes,No,cellular,31,mar,4,-1,0,No
1065,73,retired,divorced,tertiary,No,3203,No,No,cellular,20,apr,1,-1,0,Yes
1066,29,management,single,tertiary,No,502,No,No,cellular,8,jul,1,87,5,Yes
1067,32,entrepreneur,married,tertiary,No,11591,Yes,No,cellular,18,nov,1,-1,0,No
1068,38,housemaid,married,secondary,No,-278,Yes,No,cellular,28,jul,2,-1,0,No
1070,34,management,single,tertiary,No,7263,Yes,No,telephone,6,apr,1,-1,0,No
1071,58,blue-collar,married,secondary,No,602,Yes,No,cellular,13,may,1,-1,0,No
1072,36,self-employed,married,tertiary,No,7343,No,No,cellular,17,nov,1,-1,0,No
1073,38,admin.,married,tertiary,No,1988,No,No,cellular,2,jun,1,67,4,Yes
1074,32,admin.,married,tertiary,No,57,No,No,cellular,9,jul,2,-1,0,No
1075,37,unemployed,married,secondary,No,1978,No,No,cellular,9,sep,1,182,1,Yes
1076,29,technician,single,secondary,No,-219,Yes,No,cellular,15,may,3,368,2,No
1077,37,management,married,primary,No,1506,No,No,cellular,2,nov,3,80,3,No
1078,59,management,married,tertiary,No,3342,No,No,cellular,18,mar,2,188,6,Yes
1079,32,management,married,tertiary,No,210,No,No,cellular,14,jul,3,-1,0,No
1080,36,management,married,tertiary,No,495,No,No,cellular,5,aug,3,97,2,Yes
1081,29,services,married,secondary,No,182,Yes,No,telephone,13,may,3,-1,0,No
1082,44,management,single,tertiary,No,1424,Yes,No,cellular,8,aug,2,-1,0,No
1083,33,entrepreneur,married,secondary,No,-122,No,No,cellular,24,jul,5,-1,0,No
1084,43,entrepreneur,married,secondary,No,104,Yes,No,cellular,18,jul,3,-1,0,Yes
1086,42,management,divorced,tertiary,No,5037,No,No,cellular,16,jul,6,84,14,No
1088,35,management,single,tertiary,No,80,No,No,cellular,4,sep,2,94,1,Yes
1090,73,retired,married,tertiary,No,448,No,No,cellular,22,jun,1,90,1,No
1092,31,management,single,tertiary,No,0,No,No,cellular,25,aug,5,-1,0,No
1093,25,technician,single,secondary,No,505,No,Yes,cellular,17,nov,2,-1,0,Yes
1095,52,blue-collar,married,secondary,No,1405,No,Yes,cellular,17,jul,2,-1,0,Yes
1097,37,blue-collar,married,secondary,No,103,Yes,No,cellular,12,may,1,-1,0,No
1098,36,technician,married,secondary,No,1368,No,No,cellular,1,jun,1,292,5,Yes
1099,64,retired,married,secondary,No,2031,No,No,cellular,13,nov,5,-1,0,No
1100,40,retired,married,primary,No,407,Yes,No,cellular,2,feb,1,271,1,No
1101,41,management,divorced,tertiary,No,846,No,Yes,cellular,23,jul,3,-1,0,No
1102,35,technician,single,secondary,No,1693,Yes,No,cellular,10,feb,1,-1,0,Yes
1103,29,technician,single,secondary,No,3466,No,No,cellular,21,apr,1,-1,0,Yes
1104,38,student,married,secondary,No,134,No,No,cellular,27,aug,8,-1,0,No
1106,22,student,single,secondary,No,2488,No,No,cellular,8,nov,2,38,10,Yes
1107,58,unemployed,married,secondary,No,1625,No,No,cellular,5,feb,2,-1,0,Yes
1108,50,blue-collar,married,primary,No,12519,Yes,No,cellular,21,nov,3,34,1,Yes
1112,54,technician,married,secondary,No,473,No,Yes,cellular,13,aug,1,-1,0,No
1113,35,technician,married,secondary,No,150,No,No,cellular,18,aug,5,-1,0,No
1115,28,self-employed,single,secondary,No,5679,Yes,No,cellular,9,feb,4,-1,0,Yes
1117,48,blue-collar,married,secondary,No,1730,Yes,No,cellular,4,may,1,89,3,Yes
1118,55,housemaid,divorced,primary,No,77,No,No,cellular,31,jul,6,-1,0,Yes
1119,32,blue-collar,married,secondary,No,169,Yes,No,cellular,14,may,2,-1,0,No
1122,29,self-employed,single,tertiary,No,415,No,No,cellular,29,jan,1,-1,0,No
1123,30,management,divorced,tertiary,No,415,Yes,Yes,cellular,6,may,1,343,4,Yes
1124,36,self-employed,single,secondary,No,74,Yes,Yes,cellular,12,may,2,-1,0,No
1126,60,unemployed,married,primary,No,0,No,No,cellular,22,jul,1,412,1,Yes
1128,25,student,single,secondary,No,1747,Yes,No,cellular,24,jul,1,-1,0,Yes
1129,27,blue-collar,married,secondary,No,484,Yes,No,cellular,15,may,1,361,2,No
1132,37,services,married,secondary,No,345,Yes,Yes,cellular,16,apr,1,148,1,No
1134,34,technician,single,tertiary,No,2733,No,No,cellular,14,jul,1,-1,0,Yes
1135,32,admin.,single,secondary,No,1649,No,No,cellular,27,may,2,-1,0,No
1136,29,admin.,single,secondary,No,464,No,No,cellular,9,nov,2,91,3,Yes
1137,70,retired,divorced,secondary,No,6850,No,No,telephone,3,sep,1,182,4,No
1138,42,admin.,married,secondary,No,16517,No,No,cellular,15,mar,5,203,4,No
1139,33,management,single,tertiary,No,4176,No,No,cellular,26,mar,3,-1,0,Yes
1140,45,entrepreneur,married,tertiary,No,3689,Yes,No,cellular,7,may,1,169,5,No
1142,51,blue-collar,married,primary,No,541,No,No,cellular,11,aug,3,-1,0,Yes
1143,22,student,single,secondary,No,120,No,No,cellular,7,dec,5,-1,0,No
1146,30,entrepreneur,single,secondary,No,732,No,No,cellular,3,feb,4,-1,0,Yes
1149,42,services,married,secondary,No,1376,Yes,No,cellular,2,jun,2,92,4,Yes
1150,24,student,single,secondary,No,822,No,No,cellular,27,oct,1,91,2,Yes
1151,34,entrepreneur,single,secondary,Yes,-200,No,Yes,cellular,25,jul,5,-1,0,No
1152,55,technician,divorced,secondary,No,35,Yes,No,cellular,20,aug,4,-1,0,No
1154,51,admin.,married,secondary,No,684,Yes,No,cellular,20,nov,1,-1,0,No
1156,31,technician,married,secondary,No,367,No,No,cellular,28,aug,17,-1,0,No
1157,36,technician,divorced,secondary,No,69,Yes,No,cellular,12,may,2,369,3,No
1158,37,management,married,tertiary,No,9269,Yes,Yes,cellular,17,apr,1,149,2,No
1159,30,management,single,tertiary,No,5359,No,No,cellular,26,feb,1,191,3,Yes
1160,38,admin.,married,secondary,No,1767,Yes,No,cellular,9,jul,4,239,7,Yes
1161,32,entrepreneur,single,tertiary,No,-34,Yes,No,cellular,11,mar,1,-1,0,Yes
1162,32,management,single,tertiary,No,41,No,No,cellular,21,aug,5,-1,0,Yes
1163,53,blue-collar,married,primary,No,1138,Yes,No,cellular,6,aug,2,-1,0,No
1164,32,blue-collar,married,secondary,No,897,Yes,No,cellular,7,apr,3,322,2,No
1166,34,management,married,tertiary,No,589,No,No,cellular,1,sep,1,44,3,Yes
1167,27,blue-collar,single,primary,No,497,Yes,No,cellular,20,apr,2,272,1,No
1168,27,student,single,tertiary,No,118,No,No,cellular,25,may,1,-1,0,No
1169,24,technician,single,secondary,No,-73,Yes,No,cellular,18,may,2,-1,0,No
1170,56,technician,married,secondary,No,1093,No,No,cellular,7,aug,4,-1,0,No
1171,63,retired,divorced,tertiary,No,0,No,No,cellular,13,may,1,181,2,Yes
1172,32,management,single,tertiary,No,0,No,No,cellular,29,aug,2,-1,0,No
1173,46,management,married,tertiary,No,273,Yes,No,cellular,15,sep,1,105,3,Yes
1174,35,self-employed,married,secondary,No,0,No,No,cellular,12,aug,2,-1,0,No
1177,31,blue-collar,married,secondary,No,0,No,No,telephone,23,jul,1,-1,0,No
1178,32,services,single,secondary,No,-23,No,No,cellular,11,may,1,305,1,No
1180,46,management,married,tertiary,No,11385,No,No,cellular,24,mar,3,-1,0,Yes
1181,32,technician,single,tertiary,No,5514,No,No,cellular,22,apr,1,182,1,Yes
1182,27,admin.,married,secondary,No,897,No,No,cellular,5,jun,1,-1,0,Yes
1183,31,management,single,tertiary,No,533,No,No,telephone,12,may,1,90,10,Yes
1185,37,unemployed,married,secondary,No,4769,No,No,cellular,29,jan,1,-1,0,No
1186,29,blue-collar,married,secondary,No,2312,Yes,No,telephone,14,jul,3,-1,0,No
1187,29,blue-collar,married,secondary,No,1175,Yes,Yes,cellular,30,jul,4,-1,0,No
1188,45,services,married,secondary,No,-406,Yes,Yes,cellular,21,jul,2,-1,0,No
1189,57,admin.,married,secondary,No,403,Yes,No,cellular,18,may,1,340,2,Yes
1190,39,technician,divorced,tertiary,Yes,3,No,No,cellular,6,may,1,-1,0,Yes
1191,26,student,single,secondary,No,8015,No,No,cellular,26,may,1,-1,0,No
1192,48,admin.,married,secondary,No,50,No,Yes,cellular,21,oct,1,-1,0,Yes
1194,37,technician,married,tertiary,No,88,No,No,cellular,6,may,1,90,3,Yes
1195,31,technician,married,secondary,No,1173,Yes,No,cellular,14,jul,3,-1,0,Yes
1197,35,technician,married,secondary,No,13,No,No,cellular,22,aug,2,-1,0,No
1199,31,management,married,tertiary,No,917,Yes,No,cellular,27,aug,9,-1,0,No
1201,41,management,married,tertiary,No,2767,No,No,cellular,30,apr,1,-1,0,No
1202,55,admin.,married,secondary,No,139,No,No,cellular,30,apr,1,-1,0,Yes
1203,38,admin.,divorced,secondary,No,485,Yes,No,cellular,2,feb,1,-1,0,No
1205,39,management,single,tertiary,No,11971,Yes,No,telephone,15,may,10,179,5,No
1206,42,technician,married,secondary,No,300,Yes,No,cellular,19,nov,1,-1,0,No
1207,75,retired,divorced,primary,No,37127,No,No,cellular,11,feb,1,-1,0,No
1208,48,management,married,secondary,No,36686,No,No,cellular,30,apr,1,-1,0,No
1209,38,management,married,tertiary,No,1722,Yes,No,cellular,10,jul,1,-1,0,Yes
1210,46,technician,single,tertiary,No,628,No,No,cellular,20,nov,5,-1,0,No
1211,35,self-employed,single,tertiary,No,353,No,No,cellular,11,feb,1,183,1,Yes
1212,33,technician,single,tertiary,No,119,No,Yes,cellular,21,jul,3,-1,0,No
1213,45,services,married,secondary,No,-75,Yes,No,cellular,2,feb,1,252,1,No
1214,56,management,married,tertiary,No,171,No,Yes,telephone,17,jul,2,-1,0,No
1215,36,management,married,tertiary,No,255,No,No,cellular,25,aug,6,95,4,Yes
1218,52,blue-collar,married,primary,No,1524,No,No,cellular,3,jul,6,-1,0,Yes
1219,34,blue-collar,married,secondary,No,1454,Yes,No,cellular,11,feb,2,297,2,Yes
1220,31,blue-collar,married,secondary,No,1664,Yes,No,cellular,20,apr,1,182,1,No
1221,64,self-employed,married,tertiary,No,661,No,No,cellular,21,dec,2,294,2,Yes
1222,46,management,married,tertiary,No,0,No,No,cellular,3,mar,13,-1,0,Yes
1223,69,technician,married,tertiary,No,482,No,No,cellular,29,jul,1,267,1,Yes
1224,32,management,married,tertiary,No,6138,No,No,cellular,29,jul,2,90,9,Yes
1226,57,management,married,tertiary,No,334,Yes,No,cellular,15,may,2,365,2,No
1227,27,services,single,secondary,No,1347,No,No,telephone,28,dec,1,193,11,Yes
1228,39,entrepreneur,divorced,secondary,No,-271,Yes,No,cellular,7,may,1,-1,0,No
1229,30,management,married,secondary,No,503,Yes,No,cellular,2,feb,1,-1,0,No
1230,33,services,married,tertiary,No,570,No,No,cellular,25,may,1,-1,0,No
1232,30,services,married,secondary,No,475,No,No,cellular,22,aug,5,-1,0,No
1233,31,technician,married,tertiary,No,120,No,No,cellular,8,aug,1,-1,0,Yes
1234,58,management,married,secondary,No,37,No,No,cellular,18,aug,11,-1,0,No
1236,39,technician,married,secondary,No,2266,No,No,cellular,18,feb,4,-1,0,Yes
1237,32,technician,single,tertiary,No,1855,No,No,cellular,15,sep,2,134,1,Yes
1239,47,entrepreneur,divorced,tertiary,No,178,No,No,cellular,4,feb,1,-1,0,No
1240,43,technician,married,secondary,No,0,Yes,Yes,cellular,4,feb,8,204,5,No
1241,38,blue-collar,married,primary,No,1401,No,No,cellular,13,may,1,-1,0,Yes
1242,38,technician,married,secondary,No,922,Yes,Yes,cellular,17,jul,2,-1,0,No
1243,53,technician,married,secondary,No,137,No,Yes,cellular,18,nov,1,176,1,No
1244,65,retired,married,secondary,No,1624,No,No,cellular,27,oct,2,-1,0,No
1245,33,admin.,married,secondary,No,-370,Yes,No,cellular,7,may,1,345,1,Yes
1247,45,management,single,tertiary,No,4831,No,No,cellular,29,jan,11,-1,0,Yes
1248,34,services,married,secondary,No,1337,No,No,cellular,12,aug,2,104,1,Yes
1249,41,admin.,single,tertiary,No,982,No,No,cellular,23,jul,1,-1,0,No
1250,36,self-employed,married,tertiary,No,2012,No,No,cellular,10,feb,7,-1,0,No
1251,31,technician,married,secondary,No,28,No,No,cellular,21,aug,2,-1,0,No
1252,30,management,single,tertiary,No,364,No,No,cellular,30,apr,2,-1,0,Yes
1256,37,blue-collar,married,secondary,No,408,Yes,No,telephone,9,feb,9,-1,0,No
1258,32,management,single,tertiary,No,2613,No,No,cellular,4,may,2,-1,0,No
1260,47,technician,married,tertiary,No,1115,Yes,No,telephone,23,jul,9,-1,0,No
